tConst,title,year,rating,votes
tt0041155,Only a Mother,1949,7.0,66.0
tt0041156,Barbary Pirate,1949,5.5,33.0
tt0041160,Barry,1949,6.4,39.0
tt0041161,Barsaat,1949,7.9,499.0
tt0041162,Batman and Robin,1949,6.1,1528.0
tt0041163,Battleground,1949,7.4,6246.0
tt0041171,Bergkristall,1949,5.2,8.0
tt0041172,Beyond the Forest,1949,7.0,2045.0
tt0041173,Snow White and the Seven Thieves,1949,5.6,13.0
tt0041175,The Big Cat,1949,5.4,167.0
tt0041177,The Big Sombrero,1949,5.8,97.0
tt0041178,The Big Steal,1949,7.0,3920.0
tt0041179,The Big Wheel,1949,5.7,426.0
tt0041182,Black Magic,1949,6.4,871.0
tt0041183,Black Midnight,1949,6.7,42.0
tt0041187,Blonde Ice,1948,6.1,825.0
tt0041189,Blondie's Big Deal,1949,6.9,135.0
tt0041190,The Blue Lagoon,1949,6.4,434.0
tt0041191,Bodyhold,1949,5.9,15.0
tt0041195,Bomba on Panther Island,1949,5.8,128.0
tt0041196,"Bomba, the Jungle Boy",1949,5.8,234.0
tt0041199,Boston Blackie's Chinese Venture,1949,6.3,255.0
tt0041200,I'm in the Revue,1950,5.2,34.0
tt0041204,Boys in Brown,1949,6.1,184.0
tt0041206,Das Tor zum Paradies,1949,7.9,35.0
tt0041207,The Bribe,1949,6.6,1472.0
tt0041208,Bride for Sale,1949,6.5,74.0
tt0041209,Bride of Vengeance,1949,5.7,101.0
tt0041210,Brimstone,1949,6.6,160.0
tt0041211,Brothers in the Saddle,1949,6.6,80.0
tt0041216,Buzzy Rides the Range,1940,5.0,6.0
tt0041219,O Caçula do Barulho,1949,6.9,7.0
tt0041220,Calamity Jane and Sam Bass,1949,6.0,281.0
tt0041221,Call of the Forest,1949,5.2,52.0
tt0041224,Canta y no llores...,1949,5.8,8.0
tt0041225,Song of the Street,1950,6.6,46.0
tt0041228,Cardboard Cavalier,1949,6.5,61.0
tt0041230,The Love Nest,1950,6.2,24.0
tt0041236,Celia,1949,5.9,35.0
tt0041237,Challenge of the Range,1949,7.0,21.0
tt0041238,Challenge to Lassie,1949,6.3,479.0
tt0041239,Champion,1949,7.4,3365.0
tt0041243,Chicago Deadline,1949,6.7,220.0
tt0041244,Children of Chance,1949,5.8,6.0
tt0041245,The Amazing Mr. Beecham,1949,6.6,68.0
tt0041246,Chinatown at Midnight,1949,6.2,93.0
tt0041247,Christopher Columbus,1949,6.0,411.0
tt0041248,Heaven Over the Marshes,1949,6.9,96.0
tt0041249,Il cielo è rosso,1950,7.5,22.0
tt0041252,The Clay Pigeon,1949,6.5,674.0
tt0041253,Colorado Territory,1949,7.2,2197.0
tt0041256,How I Discovered America,1949,6.0,8.0
tt0041257,Come to the Stable,1949,7.2,1007.0
tt0041259,A Connecticut Yankee in King Arthur's Court,1948,6.6,2056.0
tt0041260,Conspirator,1949,6.1,768.0
tt0041261,The Iron Swordsman,1949,7.2,26.0
tt0041265,Crashing Thru,1949,5.2,10.0
tt0041268,Criss Cross,1949,7.5,6757.0
tt0041269,The Crooked Way,1949,6.7,863.0
tt0041270,Cuatro contra el mundo,1950,6.5,15.0
tt0041271,The White Line,1950,6.0,31.0
tt0041277,Dancing in the Dark,1949,5.4,133.0
tt0041279,Dance of Fire,1949,5.4,21.0
tt0041280,The Daring Caballero,1949,7.0,30.0
tt0041281,Daughter of the Jungle,1949,5.0,34.0
tt0041282,Daughter of the West,1949,6.7,15.0
tt0041283,Daybreak in Udi,1949,5.7,33.0
tt0041286,Dear Wife,1949,6.5,185.0
tt0041287,Death Valley Gunfighter,1949,6.7,61.0
tt0041291,Desert Vigilante,1949,6.9,45.0
tt0041294,Diamond City,1949,6.1,97.0
tt0041295,Dicen que soy mujeriego,1949,7.3,81.0
tt0041296,Dick Barton Strikes Back,1949,5.1,104.0
tt0041302,Tomorrow Is Too Late,1950,6.9,120.0
tt0041303,Domenica d'agosto,1950,7.1,332.0
tt0041307,Women Without Names,1950,7.4,23.0
tt0041308,The Doolins of Oklahoma,1949,6.5,363.0
tt0041309,Der Dorfmonarch,1950,5.5,13.0
tt0041313,Down to the Sea in Ships,1949,7.3,768.0
tt0041314,Dr. Morelle: The Case of the Missing Heiress,1949,6.0,78.0
tt0041317,Dreimal Komödie,1949,5.9,12.0
tt0041324,The Duchess of Benameji,1949,6.8,17.0
tt0041328,Easy Living,1949,6.5,617.0
tt0041329,"Edward, My Son",1949,6.6,1099.0
tt0041330,Einmaleins der Ehe,1949,6.8,5.0
tt0041335,Eroica,1949,7.2,34.0
tt0041341,Everybody Does It,1949,6.7,240.0
tt0041342,Fabiola,1949,6.6,170.0
tt0041346,The Fan,1949,6.7,515.0
tt0041348,Farlig vår,1949,6.1,39.0
tt0041356,Fiamma che non si spegne,1949,7.3,36.0
tt0041361,The Fighting Kentuckian,1949,6.5,2682.0
tt0041362,Fighting Man of the Plains,1949,6.4,411.0
tt0041363,The Fighting O'Flynn,1949,7.1,106.0
tt0041369,Filigrana,1949,5.2,16.0
tt0041373,Flamingo Road,1949,7.0,2243.0
tt0041375,The Girl from the Third Row,1949,7.0,177.0
tt0041376,Floodtide,1949,6.9,76.0
tt0041378,Follow Me Quietly,1949,6.5,1428.0
tt0041379,Fools Rush In,1949,6.3,64.0
tt0041382,Britannia Mews,1949,6.4,357.0
tt0041383,Wasurerareta kora,1949,6.4,7.0
tt0041384,Forgotten Women,1949,6.3,6.0
tt0041385,La forza del destino,1950,6.7,22.0
tt0041386,The Fountainhead,1949,7.1,8807.0
tt0041390,Die Freunde meiner Frau,1949,7.8,18.0
tt0041394,Das Fräulein und der Vagabund,1949,5.6,7.0
tt0041399,Prison,1949,6.8,1555.0
tt0041400,The Gal Who Took the West,1949,6.3,187.0
tt0041403,Boys from the Streets,1949,6.6,233.0
tt0041408,Geheimnisvolle Tiefe,1949,6.4,24.0
tt0041411,Gesucht wird Majora,1949,6.4,14.0
tt0041414,Gigi,1949,6.2,220.0
tt0041415,The Girl from Jones Beach,1949,6.1,413.0
tt0041416,Give Us This Day,1949,7.3,269.0
tt0041422,Gottes Engel sind überall,1948,7.7,6.0
tt0041423,The Great Madcap,1949,7.2,1046.0
tt0041424,Grand Canyon,1949,6.6,13.0
tt0041427,The Great Force,1950,5.5,15.0
tt0041429,The Great Lover,1949,6.7,368.0
tt0041430,The Great Sinner,1949,6.7,969.0
tt0041431,The Green Promise,1949,6.4,381.0
tt0041435,The Earth Cries Out,1949,6.8,45.0
tt0041438,La guitarra de Gardel,1949,4.8,5.0
tt0041439,Gun Law Justice,1949,5.7,58.0
tt0041442,"Hallo, Fräulein!",1949,6.7,19.0
tt0041448,Haunted Trails,1949,7.9,8.0
tt0041449,Son of the Sea,1949,5.2,18.0
tt0041457,"Henry, the Rainmaker",1949,7.4,7.0
tt0041458,Heróis do Mar,1949,6.6,8.0
tt0041469,The History of Mr. Polly,1949,6.7,519.0
tt0041473,Holiday Affair,1949,7.2,4048.0
tt0041476,Hollywood Burlesque,1949,6.0,31.0
tt0041480,Home in San Antone,1949,4.9,31.0
tt0041482,Homicide,1949,6.5,142.0
tt0041486,The House Across the Street,1949,6.1,186.0
tt0041487,House of Strangers,1949,7.4,2673.0
tt0041490,Hur tokigt som helst,1949,5.2,11.0
tt0041493,Höllische Liebe,1949,5.6,5.0
tt0041497,I Shot Jesse James,1949,6.8,1832.0
tt0041498,I Was a Male War Bride,1949,7.0,7170.0
tt0041502,Illegal Entry,1949,6.3,63.0
tt0041503,Impact,1949,7.1,2794.0
tt0041504,The Emperor of Capri,1949,6.5,182.0
tt0041507,In the Good Old Summertime,1949,7.2,3195.0
tt0041508,Incident,1948,6.6,59.0
tt0041509,The Inspector General,1949,6.8,2882.0
tt0041512,Into the Straight,1950,5.3,6.0
tt0041513,Intruder in the Dust,1949,7.6,1831.0
tt0041514,It Happens Every Spring,1949,6.8,1482.0
tt0041515,It's a Great Feeling,1949,6.4,1368.0
tt0041516,Jiggs and Maggie in Jackpot Jitters,1949,7.3,10.0
tt0041517,Jakoman and Tetsu,1949,7.5,26.0
tt0041518,Janika,1949,7.0,62.0
tt0041523,Jigsaw,1949,5.8,666.0
tt0041524,Joe Palooka in the Big Fight,1949,5.5,16.0
tt0041525,Joe Palooka in The Counterpunch,1949,6.1,13.0
tt0041528,Johnny Holiday,1949,7.5,65.0
tt0041529,Johnny Stool Pigeon,1949,6.8,344.0
tt0041531,The Judge Steps Out,1948,6.7,262.0
tt0041532,The Judge,1949,6.2,93.0
tt0041537,Kampen mod uretten,1949,7.1,31.0
tt0041538,Katka,1950,7.2,38.0
tt0041539,Katupeilin takana,1949,6.4,65.0
tt0041540,Kazan,1949,6.9,9.0
tt0041545,The Kid from Cleveland,1949,5.3,68.0
tt0041546,Kind Hearts and Coronets,1949,8.0,32833.0
tt0041547,King of the Rocket Men,1949,6.8,818.0
tt0041550,A Kiss in the Dark,1949,6.1,336.0
tt0041555,Knock on Any Door,1949,6.8,2804.0
tt0041560,The Secret Brigade,1949,6.2,22.0
tt0041561,Kronblom kommer till stan,1949,4.0,20.0
tt0041562,Cossacks of the Kuban,1950,6.7,277.0
tt0041568,Kvinnan som försvann,1949,5.7,6.0
tt0041569,Kärleken segrar,1949,5.2,10.0
tt0041572,The Lady Gambles,1949,6.6,509.0
tt0041576,Landfall,1949,6.9,119.0
tt0041577,Laramie,1949,6.5,80.0
tt0041579,Woman of Dolwyn,1949,6.7,143.0
tt0041581,Lattjo med Boccaccio,1949,4.9,13.0
tt0041582,Law of the Barbary Coast,1949,5.0,26.0
tt0041583,Law of the Golden West,1949,6.6,8.0
tt0041587,A Letter to Three Wives,1949,7.8,7872.0
tt0041588,Una lettera all'alba,1948,7.1,16.0
tt0041591,La liga de las muchachas,1950,5.2,11.0
tt0041596,The Insanities of Tin Tan,1952,6.6,34.0
tt0041597,The Lone Wolf and His Lady,1949,5.6,154.0
tt0041600,Lost Boundaries,1949,7.1,355.0
tt0041602,The Lost Tribe,1949,6.4,313.0
tt0041603,The Lovable Cheat,1949,6.4,39.0
tt0041604,Love Happy,1949,5.8,2425.0
tt0041608,Goose Boy,1950,7.0,246.0
tt0041609,Lure of the Sila,1949,7.2,82.0
tt0041610,Lust for Gold,1949,6.9,945.0
tt0041613,Ma and Pa Kettle,1949,6.9,1123.0
tt0041616,Madness of the Heart,1949,6.0,173.0
tt0041620,Make Believe Ballroom,1949,6.8,24.0
tt0041621,Make Mine Laughs,1949,5.3,44.0
tt0041622,Malaya,1949,6.7,1048.0
tt0041625,The Man from Colorado,1948,6.6,1353.0
tt0041626,Temptations,1949,5.5,20.0
tt0041627,The Man in Black,1949,6.0,203.0
tt0041628,The Man on the Eiffel Tower,1949,5.8,714.0
tt0041632,Manhattan Angel,1949,6.7,10.0
tt0041633,Man of Death,1949,6.0,6.0
tt0041634,Manon,1949,6.9,665.0
tt0041635,Manèges,1950,7.0,205.0
tt0041639,Margaret of Cortona,1950,4.9,8.0
tt0041640,La Marie du port,1950,6.8,309.0
tt0041641,Marry Me,1949,6.5,47.0
tt0041642,Masked Raiders,1949,6.8,83.0
tt0041645,The Master of Bankdam,1947,7.1,36.0
tt0041646,Maya,1949,6.8,58.0
tt0041647,Maytime in Mayfair,1949,5.9,129.0
tt0041648,My Friend Who Can't Say No,1949,6.4,7.0
tt0041650,Mighty Joe Young,1949,7.0,4303.0
tt0041656,Mississippi Rhythm,1949,6.8,11.0
tt0041659,Mother Is a Freshman,1949,6.4,279.0
tt0041663,Mr. Soft Touch,1949,6.7,445.0
tt0041664,Mrs. Mike,1949,6.6,101.0
tt0041668,Angelo,1950,5.7,7.0
tt0041669,Mystery at the Burlesque,1949,6.4,48.0
tt0041670,The Mutineers,1949,6.7,21.0
tt0041671,My Dream Is Yours,1949,6.6,1054.0
tt0041672,My Foolish Heart,1949,6.9,764.0
tt0041673,My Friend Irma,1949,6.5,816.0
tt0041674,Myrte of the Demons,1950,6.6,5.0
tt0041675,The Mysterious Desperado,1949,6.9,84.0
tt0041676,Mickey Magnate,1949,7.1,169.0
tt0041677,Christina,1949,6.1,11.0
tt0041678,Girls Behind Bars,1949,6.3,7.0
tt0041679,Realm of Man,1949,5.6,16.0
tt0041680,Kiss Me Casanova,1949,7.0,20.0
tt0041685,Navajo Trail Raiders,1949,7.6,23.0
tt0041691,Nijiotoko,1949,5.8,33.0
tt0041692,Human Patterns,1949,6.8,5.0
tt0041695,No Way Back,1949,5.4,30.0
tt0041696,No desearás la mujer de tu hijo,1950,7.6,190.0
tt0041700,Not Wanted,1949,6.8,404.0
tt0041705,Fantastic Night,1942,6.9,264.0
tt0041712,"Oh, You Beautiful Doll",1949,6.5,92.0
tt0041713,Ojôsan kanpai,1949,7.2,126.0
tt0041714,Old Mother Riley's New Venture,1949,4.1,44.0
tt0041715,Omoo-Omoo the Shark God,1949,2.9,154.0
tt0041716,On the Town,1949,7.4,15090.0
tt0041718,One Last Fling,1949,5.1,89.0
tt0041719,Orpheus,1950,8.0,9565.0
tt0041720,Otra primavera,1950,5.9,11.0
tt0041723,Outlaw Country,1949,6.8,53.0
tt0041724,Outpost in Morocco,1949,5.3,342.0
tt0041725,La oveja negra,1949,7.8,308.0
tt0041726,Pacto de silencio,1949,5.7,16.0
tt0041727,The Fall of Berlin,1950,6.1,370.0
tt0041730,Father Bom,1949,5.4,81.0
tt0041731,Le parfum de la dame en noir,1949,5.9,34.0
tt0041734,Not Any Weekend for Our Love,1950,5.9,24.0
tt0041735,The Passionate Friends,1949,7.2,2017.0
tt0041736,St. Matthew Passion,1949,9.0,11.0
tt0041737,Passport to Pimlico,1949,7.1,3763.0
tt0041738,Pattes blanches,1949,7.3,194.0
tt0041744,The Perfect Woman,1949,6.0,125.0
tt0041745,Pikku pelimannista viulun kuninkaaksi,1949,5.6,17.0
tt0041746,Pinky,1949,7.2,2503.0
tt0041748,Pippi Longstocking,1949,6.1,84.0
tt0041749,I pirati di Capri,1949,6.4,143.0
tt0041755,The Train Goes East,1948,7.2,79.0
tt0041756,The Mark of the Day,1949,7.5,21.0
tt0041761,Port of New York,1949,6.1,703.0
tt0041762,La portatrice di pane,1950,4.7,10.0
tt0041763,Portrait of a Killer,1949,6.8,112.0
tt0041766,Powder River Rustlers,1949,6.5,43.0
tt0041767,Prince of Foxes,1949,7.0,1424.0
tt0041769,Private Angelo,1949,7.4,23.0
tt0041770,Project X,1949,5.1,9.0
tt0041776,The Queen of Spades,1949,7.2,1215.0
tt0041777,The Taming of Dorothy,1950,6.0,43.0
tt0041778,Quick on the Trigger,1948,6.6,16.0
tt0041788,The Red Danube,1949,6.4,482.0
tt0041790,Red Light,1949,6.4,726.0
tt0041791,The Red Menace,1949,5.0,147.0
tt0041794,Red Stallion in the Rockies,1949,5.4,22.0
tt0041795,"Red, Hot and Blue",1949,6.1,207.0
tt0041796,Reign of Terror,1949,7.0,1348.0
tt0041800,Rendezvous in July,1949,7.2,294.0
tt0041801,Renegades of the Sage,1949,7.3,9.0
tt0041802,Return to Life,1949,7.1,116.0
tt0041803,La revoltosa,1950,7.2,31.0
tt0041804,El rey de Sierra Morena,1950,3.3,6.0
tt0041805,Ribatejo,1949,6.2,25.0
tt0041809,Riders of the Whistling Pines,1949,5.7,164.0
tt0041810,Rim of the Canyon,1949,6.5,106.0
tt0041812,Ringside,1949,5.5,39.0
tt0041819,Naughty Arlette,1949,6.2,53.0
tt0041823,The Singing Princess,1949,6.6,192.0
tt0041824,Roseanna McCoy,1949,5.8,192.0
tt0041825,Le rossignol et les cloches,1952,5.4,11.0
tt0041826,Rotation,1949,7.3,288.0
tt0041827,Roughshod,1949,6.6,426.0
tt0041828,Rubens,1948,7.5,10.0
tt0041829,Der Ruf,1949,7.9,37.0
tt0041833,Rusty Saves a Life,1949,6.0,84.0
tt0041834,Rusty's Birthday,1949,6.1,87.0
tt0041837,Sampo Lappelill,1949,6.2,23.0
tt0041838,Samson and Delilah,1949,6.8,6530.0
tt0041839,San Antone Ambush,1949,3.4,16.0
tt0041840,Sand,1949,5.6,33.0
tt0041841,Sands of Iwo Jima,1949,7.1,8931.0
tt0041845,Satan's Cradle,1949,6.1,44.0
tt0041849,Der Schuß durchs Fenster,1950,6.0,9.0
tt0041854,Search for Danger,1949,6.9,53.0
tt0041855,The Secret Garden,1949,7.5,2447.0
tt0041856,The Secret of St. Ives,1949,5.6,36.0
tt0041861,Shabnam,1949,6.4,25.0
tt0041863,Shamrock Hill,1949,4.1,16.0
tt0041866,She Wore a Yellow Ribbon,1949,7.3,14823.0
tt0041869,Sheriff of Wichita,1949,7.3,34.0
tt0041870,The Quiet Duel,1949,7.4,2677.0
tt0041871,Shockproof,1949,6.5,1174.0
tt0041872,Das Siegel Gottes,1949,6.3,12.0
tt0041873,Signorinella,1949,6.3,12.0
tt0041876,The Singing House,1947,6.2,19.0
tt0041877,The Wind Is My Lover,1949,5.6,63.0
tt0041880,Skarb,1949,7.0,154.0
tt0041882,The Sky Dragon,1949,6.9,292.0
tt0041883,Slattery's Hurricane,1949,6.5,388.0
tt0041886,Hour of Glory,1949,7.3,1856.0
tt0041887,Vagabond Blacksmiths,1949,4.2,6.0
tt0041888,Smoky Mountain Melody,1948,6.0,13.0
tt0041895,Sol e Toiros,1949,5.7,15.0
tt0041896,Son of Billy the Kid,1949,7.4,41.0
tt0041899,Song of Surrender,1949,6.8,56.0
tt0041900,The Rugged O'Riordans,1949,7.1,47.0
tt0041902,Sorrowful Jones,1949,7.0,589.0
tt0041903,Souls of Sin,1949,7.4,17.0
tt0041904,South Sea Sinner,1950,5.7,66.0
tt0041908,Soy charro de Levita,1949,7.4,42.0
tt0041909,Lo sparviero del Nilo,1950,4.7,20.0
tt0041911,The Spider and the Fly,1949,6.8,208.0
tt0041914,Square Dance Jubilee,1949,4.2,28.0
tt0041916,Stalingradskaya bitva I,1949,6.0,102.0
tt0041917,Stampede,1949,6.4,87.0
tt0041918,State Department: File 649,1949,4.7,120.0
tt0041919,Stop Press Girl,1949,7.0,65.0
tt0041920,Stora Hoparegränd och himmelriket,1949,3.7,7.0
tt0041921,A Tale of Five Women,1951,5.6,61.0
tt0041922,The Story of Molly X,1949,7.0,112.0
tt0041926,Strange Bargain,1949,6.8,312.0
tt0041928,The Stratton Story,1949,7.1,2498.0
tt0041931,Stromboli,1950,7.3,5348.0
tt0041935,Susanna Pass,1949,6.7,105.0
tt0041944,Take Me Out to the Ball Game,1949,6.8,2999.0
tt0041945,Take One False Step,1949,6.7,259.0
tt0041946,Tale of the Navajos,1949,5.4,38.0
tt0041947,Tarzan's Magic Fountain,1949,6.1,504.0
tt0041955,That Forsyte Woman,1949,6.7,1059.0
tt0041956,That Midnight Kiss,1949,6.6,465.0
tt0041957,There's a Girl in My Heart,1949,7.6,9.0
tt0041958,Thieves' Highway,1949,7.6,4964.0
tt0041959,The Third Man,1949,8.1,150211.0
tt0041967,Tokyo Joe,1949,6.4,1619.0
tt0041968,Too Late for Tears,1949,7.3,3311.0
tt0041969,Top o' the Morning,1949,6.2,203.0
tt0041971,The Torch,1950,5.8,140.0
tt0041976,Tough Assignment,1949,5.5,73.0
tt0041980,Tragödie einer Leidenschaft,1949,5.9,11.0
tt0041981,Trail of the Yukon,1949,5.5,21.0
tt0041982,Train of Events,1949,6.6,289.0
tt0041983,Trapped,1949,6.3,872.0
tt0041988,Tromba,1949,4.0,9.0
tt0041989,The Gay Lady,1949,6.8,90.0
tt0041994,Tulsa,1949,6.2,960.0
tt0041996,Twelve O'Clock High,1949,7.7,11696.0
tt0041997,Twilight in the Sierras,1950,6.4,93.0
tt0041998,Thirst,1949,6.6,1920.0
tt0041999,Border Street,1948,7.3,164.0
tt0042002,A Man and His Sin,1949,6.7,50.0
tt0042003,A Man Walks in the City,1950,7.1,47.0
tt0042004,Under Capricorn,1949,6.2,5868.0
tt0042005,Under My Skin,1950,6.7,223.0
tt0042006,The Undercover Man,1949,6.7,661.0
tt0042007,Undertow,1949,6.6,367.0
tt0042008,Our Daily Bread,1949,7.0,36.0
tt0042013,Paris Waltz,1950,6.5,28.0
tt0042021,Sicilian Uprising,1949,6.6,5.0
tt0042028,Vote for Huggett,1949,6.4,127.0
tt0042029,Vstrecha na Elbe,1949,6.4,81.0
tt0042030,Volcano,1950,6.8,225.0
tt0042031,Flame of My Love,1949,7.4,332.0
tt0042035,We Were Strangers,1949,6.6,914.0
tt0042040,Whisky Galore!,1949,7.2,4733.0
tt0042041,White Heat,1949,8.2,27009.0
tt0042046,The Window,1949,7.4,3194.0
tt0042052,Woman in Hiding,1950,6.9,595.0
tt0042054,Crows and Sparrows,1949,7.2,213.0
tt0042056,A Broken Drum,1949,6.9,72.0
tt0042058,I'm Not Mata Hari,1950,6.8,8.0
tt0042059,The Yotsuda Phantom,1949,7.1,124.0
tt0042060,You're My Everything,1949,6.4,108.0
tt0042061,The Younger Brothers,1949,5.1,136.0
tt0042063,Za wami pójda inni...,1949,5.5,8.0
tt0042064,Zamba,1949,5.5,30.0
tt0042065,The Flag,1949,5.4,10.0
tt0042067,Åsa-Nisse,1949,4.3,188.0
tt0042176,711 Ocean Drive,1950,6.9,1068.0
tt0042180,Abu Halmoos,1947,7.5,57.0
tt0042181,Across the Badlands,1950,7.3,30.0
tt0042185,The Siege,1950,5.8,63.0
tt0042189,Alice in Wonderland,1949,6.5,705.0
tt0042190,Alina,1950,6.5,51.0
tt0042194,The Glass Castle,1950,6.2,129.0
tt0042195,American Guerrilla in the Philippines,1950,6.1,922.0
tt0042198,The Angel with the Trumpet,1950,6.5,79.0
tt0042202,That Man from Tangier,1953,5.1,25.0
tt0042203,The Arizona Cowboy,1950,5.9,48.0
tt0042207,Arzoo,1950,6.6,38.0
tt0042208,The Asphalt Jungle,1950,7.9,22502.0
tt0042209,At War with the Army,1950,5.7,2002.0
tt0042210,Utopia,1951,5.7,1654.0
tt0042211,Atom Man vs. Superman,1950,7.0,597.0
tt0042217,Father Amine,1950,6.7,111.0
tt0042220,Bait,1950,4.8,17.0
tt0042221,Under the Skies of the Asturias,1951,5.7,6.0
tt0042222,Balarrasa,1951,6.3,119.0
tt0042223,Dream Ballerina,1950,4.7,6.0
tt0042233,Bawre Nain,1950,6.7,28.0
tt0042234,Beauty on Parade,1950,5.7,9.0
tt0042235,Beauty and the Devil,1950,7.4,1258.0
tt0042238,Bellezze in bicicletta,1951,6.1,19.0
tt0042240,Symphonie einer Weltstadt,1950,6.2,20.0
tt0042242,Between Midnight and Dawn,1950,6.6,394.0
tt0042243,Beware of Blondie,1950,6.7,137.0
tt0042244,Beyond the Purple Hills,1950,6.4,73.0
tt0042250,Highway 301,1950,6.8,435.0
tt0042251,Big Timber,1950,5.6,37.0
tt0042254,Il bivio,1951,6.5,20.0
tt0042255,Captain Blackjack,1950,6.2,82.0
tt0042256,The Black Rose,1950,6.3,1686.0
tt0042257,Blackmailed,1951,7.5,22.0
tt0042258,Blackout,1950,5.7,185.0
tt0042261,The Blonde Bandit,1950,6.7,29.0
tt0042264,Blue Grass of Kentucky,1950,5.8,16.0
tt0042265,The Blue Lamp,1950,6.9,1469.0
tt0042266,Blues Busters,1950,6.6,343.0
tt0042268,Bomba and the Hidden City,1950,5.7,130.0
tt0042269,El bombero atómico,1952,7.3,334.0
tt0042272,Border Rangers,1950,5.8,16.0
tt0042275,Born to Be Bad,1950,6.7,1821.0
tt0042276,Born Yesterday,1950,7.6,9372.0
tt0042279,Branded,1950,6.7,719.0
tt0042282,Breakthrough,1950,6.7,321.0
tt0042283,Brigada criminal,1950,6.1,59.0
tt0042284,Outlaw Girl,1950,7.2,44.0
tt0042285,Bright Leaf,1950,6.6,1068.0
tt0042286,Broken Arrow,1950,7.2,7076.0
tt0042287,Buccaneer's Girl,1950,6.1,366.0
tt0042288,Buckaroo Sheriff of Texas,1951,4.6,16.0
tt0042289,Bunco Squad,1950,6.2,208.0
tt0042293,I cadetti di Guascogna,1950,5.3,15.0
tt0042294,Cafe Paradise,1950,7.2,149.0
tt0042295,Cage of Gold,1950,6.3,234.0
tt0042296,Caged,1950,7.7,3248.0
tt0042297,Il caimano del Piave,1951,4.7,9.0
tt0042301,The Path of Hope,1950,7.5,420.0
tt0042307,The Black Captain,1951,6.0,8.0
tt0042311,Captive Girl,1950,6.1,305.0
tt0042314,Cargo to Capetown,1950,6.1,88.0
tt0042315,The Cariboo Trail,1950,6.0,549.0
tt0042316,Dear Caroline,1951,6.0,120.0
tt0042317,Le carrefour des enfants perdus,1944,6.0,27.0
tt0042319,Cassino to Korea,1950,6.7,10.0
tt0042320,Catskill Honeymoon,1950,5.6,5.0
tt0042324,Chain Lightning,1950,6.1,886.0
tt0042325,Champagne for Caesar,1950,7.4,936.0
tt0042326,Chance of a Lifetime,1950,6.8,238.0
tt0042327,Cheaper by the Dozen,1950,7.0,4385.0
tt0042328,Cherokee Uprising,1950,6.6,14.0
tt0042329,Chinnamul,1950,8.0,38.0
tt0042333,The Clouded Yellow,1950,6.9,634.0
tt0042334,Code of the Silver Sage,1950,6.7,35.0
tt0042335,Cody of the Pony Express,1950,6.6,29.0
tt0042339,Comanche Territory,1950,5.7,532.0
tt0042340,The Company She Keeps,1951,6.4,437.0
tt0042341,The Count of Saint Elmo,1953,5.2,11.0
tt0042342,Against the Law,1950,5.8,12.0
tt0042343,Convicted,1950,6.8,664.0
tt0042345,Cordula,1950,5.3,22.0
tt0042346,Black Crown,1951,6.8,93.0
tt0042347,Correo del rey,1951,5.2,11.0
tt0042348,County Fair,1950,5.7,13.0
tt0042355,Story of a Love Affair,1950,7.1,2255.0
tt0042357,Cry Murder,1950,6.0,8.0
tt0042361,Cuentos de la Alhambra,1950,5.1,12.0
tt0042362,Cuori sul mare,1950,5.4,30.0
tt0042363,The Cure for Love,1949,7.5,27.0
tt0042367,Cyrano de Bergerac,1950,7.5,3453.0
tt0042368,Czarci zleb,1950,6.5,20.0
tt0042369,D.O.A.,1949,7.3,10042.0
tt0042370,Dakota Lil,1950,5.7,135.0
tt0042371,Far from Moscow,1951,5.8,14.0
tt0042372,Dallas,1950,6.3,1138.0
tt0042373,Dalolva szép az élet,1950,5.7,49.0
tt0042377,Dance Hall,1950,6.4,147.0
tt0042378,Darah dan Doa,1950,6.7,24.0
tt0042380,Dastan,1950,7.0,45.0
tt0042386,La virgen gitana,1951,7.8,22.0
tt0042387,Deported,1950,6.1,97.0
tt0042388,Deseada,1951,6.8,28.0
tt0042389,The Desert Hawk,1950,5.5,186.0
tt0042390,Desperadoes of the West,1950,6.7,59.0
tt0042393,Destination Moon,1950,6.3,3443.0
tt0042394,Destination Murder,1950,6.0,552.0
tt0042395,Devil's Doorway,1950,7.3,1222.0
tt0042396,One Day of Life,1950,7.2,103.0
tt0042398,Il diavolo in convento,1950,5.9,7.0
tt0042399,Dick Barton at Bay,1950,4.8,96.0
tt0042402,De dijk is dicht,1950,6.3,29.0
tt0042406,Don Juan,1950,6.9,53.0
tt0042407,Miners of the Don,1951,5.3,17.0
tt0042410,Double Confession,1950,6.4,215.0
tt0042411,Double Crossbones,1951,6.0,211.0
tt0042412,Double Deal,1950,6.1,182.0
tt0042413,Doña Perfecta,1951,7.2,79.0
tt0042416,Third from the Right,1950,6.7,13.0
tt0042417,Duchess of Idaho,1950,6.5,440.0
tt0042423,The Dungeon of Harrow,1962,3.3,438.0
tt0042424,Dwie brygady,1950,4.7,24.0
tt0042426,The Eagle and the Hawk,1950,6.0,191.0
tt0042427,Devotion,1950,6.9,17.0
tt0042428,Edge of Doom,1950,6.4,425.0
tt0042429,Edward and Caroline,1951,7.1,407.0
tt0042434,In the Palm of Your Hand,1951,7.5,181.0
