tConst,title,year,rating,votes
tt0477812,Det perfekte kup,2008,5.0,154.0
tt0477864,Shahrbanoo,2002,8.3,10.0
tt0477877,Summer in Berlin,2005,6.9,2716.0
tt0477884,Upon My Skin,2003,3.4,11.0
tt0477898,Wait 'Til You're Older,2005,6.7,798.0
tt0477911,Unsung Heroes,2003,8.8,17.0
tt0477924,Kuwait Connection,1973,4.1,119.0
tt0477928,New Women,1935,6.8,147.0
tt0477951,Castle of De Sade,1982,6.5,13.0
tt0477991,Kinetta,2005,4.8,1141.0
tt0477999,The Masseur,2005,6.0,412.0
tt0478000,"Memory for Max, Claire, Ida and Company",2005,7.7,136.0
tt0478007,The Night Is Bright,2005,7.2,43.0
tt0478024,SPL: Kill Zone,2005,7.0,10844.0
tt0478025,Sorry Apple,2005,6.4,133.0
tt0478033,The Shore,2006,6.4,54.0
tt0478048,Everything Communicates,2005,4.6,7.0
tt0478049,The U.S. vs. John Lennon,2006,7.4,5204.0
tt0478050,Un beau matin...,2005,1.6,5.0
tt0478087,21,2008,6.8,219754.0
tt0478088,508 Nelson,2006,4.3,6.0
tt0478093,All About Darfur,2005,6.2,20.0
tt0478101,Black Sun,2005,7.4,341.0
tt0478102,Bleeding Orange & Brown: A Cleveland Tradition,2005,8.7,25.0
tt0478116,China Blue,2005,7.5,565.0
tt0478126,Cthulhu,2007,4.6,1866.0
tt0478134,In the Valley of Elah,2007,7.1,67001.0
tt0478135,Satanic,2006,2.9,841.0
tt0478149,Fade to Black,2006,5.4,770.0
tt0478157,The Giant Buddhas,2005,7.2,257.0
tt0478165,The Butcher,2006,3.6,1409.0
tt0478166,The Heart of the Game,2005,7.5,899.0
tt0478176,John & Jane,2005,6.6,146.0
tt0478188,King of the Lost World,2005,2.4,1623.0
tt0478197,Leonard Cohen: I'm Your Man,2005,6.8,2033.0
tt0478209,Metal: A Headbanger's Journey,2005,8.1,11305.0
tt0478210,The Good Student,2006,4.9,1307.0
tt0478216,Nightmare Man,2006,4.0,2217.0
tt0478222,Passazhirka,1996,7.8,15.0
tt0478239,A Mere Formality,2006,5.3,129.0
tt0478257,Sandra or Luis,2005,7.1,7.0
tt0478261,Shades of Gray,2005,6.0,249.0
tt0478262,Return with Honor: A Missionary Homecoming,2006,4.8,205.0
tt0478266,The Smell of Paradise,2005,7.6,56.0
tt0478267,Snakewoman,2005,3.2,223.0
tt0478268,Solitaire,2008,7.1,24.0
tt0478277,Stranger Than Fiction,2005,8.0,13.0
tt0478304,The Tree of Life,2011,6.8,160632.0
tt0478305,Triloquist,2008,4.0,832.0
tt0478315,Freedom to Serve,2004,6.9,26.0
tt0478321,Voodoo Lagoon,2006,3.0,151.0
tt0478326,Winterkinder - Die schweigende Generation,2005,6.6,31.0
tt0478329,The Gray Man,2007,6.0,1488.0
tt0478337,Zidane: A 21st Century Portrait,2006,6.3,2858.0
tt0478338,Zizek!,2005,7.4,1478.0
tt0478366,The Journals of Knud Rasmussen,2006,6.3,330.0
tt0478375,Kursun Memed,1971,6.4,8.0
tt0478408,Firenze città aperta,2002,8.9,8.0
tt0478414,Little Bits of Light,2005,7.6,17.0
tt0478504,Mosaic,2005,7.6,16.0
tt0478525,Delicate Crime,2005,6.1,303.0
tt0478548,Red Needles,2006,5.7,190.0
tt0478549,Al'lèèssi... Une actrice africaine,2005,7.8,9.0
tt0478566,Those Happy Days,2006,6.8,3018.0
tt0478584,Hamlet: This Is Your Family,2001,7.0,21.0
tt0478702,Maroa,2005,6.5,174.0
tt0478706,The Milkwoman,2005,6.9,109.0
tt0478719,Président,2006,5.6,523.0
tt0478732,Serko,2006,6.3,175.0
tt0478744,WWW: What a Wonderful World,2006,6.1,234.0
tt0478765,Coisa Mais Linda: Histórias e Casos da Bossa Nova,2005,7.6,75.0
tt0478787,Zhizn i priklyucheniya chetyrekh druzei 5. Kot Semafor 6. Neznakomtsy,1993,7.7,47.0
tt0478788,Zhizn i priklyucheniya chetyrekh druzei 7. Sledstvie vedet Semafor 8. Podvig Varkhata,1994,7.7,43.0
tt0478813,The Trap,2007,7.9,8404.0
tt0478828,Tierra negra,2005,7.5,15.0
tt0478829,Vitus,2006,7.6,4573.0
tt0478865,I'll Always Be Anthony,1996,3.7,10.0
tt0478874,Missing Jane,2004,8.3,15.0
tt0478875,No Child Left Behind,2005,8.7,9.0
tt0478884,See How They Run,2001,5.2,31.0
tt0478888,Shirley Pimple in the John Wayne Temple of Doom,2000,1.9,271.0
tt0478969,An American Nobody in London,2006,7.8,12.0
tt0478970,Ant-Man,2015,7.3,532084.0
tt0478976,Bad Reputation,2005,4.2,672.0
tt0478984,The Book of Caleb,2008,7.0,193.0
tt0478994,Citizen Duane,2006,5.1,239.0
tt0478995,Class Act,2006,7.4,54.0
tt0479008,Dante's Inferno,2007,6.6,1393.0
tt0479028,Falling Hard,2001,6.1,10.0
tt0479044,Crips and Bloods: Made in America,2008,6.9,2590.0
tt0479049,The Goal,2005,4.7,122.0
tt0479073,El inmigrante,2005,7.6,49.0
tt0479074,The Inner Life of Martin Frost,2007,5.1,633.0
tt0479091,Love & Plutonium,2005,6.3,20.0
tt0479098,Memoirs of My Nervous Illness,2006,6.7,12.0
tt0479117,Virginity Sucks,2006,2.1,168.0
tt0479131,Quietly on By,2005,7.2,31.0
tt0479143,Rocky Balboa,2006,7.1,196170.0
tt0479153,September 12th,2005,8.8,31.0
tt0479175,The Taxi Thief,2005,6.8,103.0
tt0479181,Totally Baked,2007,4.8,660.0
tt0479199,Buried Alive,2007,4.0,2024.0
tt0479211,Why Dance?,2005,7.0,5.0
tt0479219,The 8th Plague,2006,4.2,853.0
tt0479230,Crossing Borders,2006,7.1,1097.0
tt0479250,Iste deve iste hendek,1971,5.5,6.0
tt0479256,Lekarz drzew,2005,5.7,10.0
tt0479257,Your Name Is Justine,2005,6.5,406.0
tt0479258,"A Few People, a Little Time",2005,6.7,124.0
tt0479259,The Passenger,2005,6.2,56.0
tt0479263,Screw Cupid,2008,3.3,114.0
tt0479266,T.V.'s Promised Land,2003,7.8,9.0
tt0479286,Freeze Out,2005,8.0,35.0
tt0479292,Görünce kursunlayin,1971,5.4,21.0
tt0479304,La punta del diablo,2006,7.6,82.0
tt0479310,Summer Nuts,2006,7.2,13.0
tt0479311,Chasing Luck(Y),2005,5.8,782.0
tt0479342,Afghanen flirten nicht,2004,7.4,7.0
tt0479376,Dokud mas maminku,1934,4.2,11.0
tt0479387,Fakir asiklarin romani,1971,4.6,21.0
tt0479468,Gonzo: The Life and Work of Dr. Hunter S. Thompson,2008,7.7,7277.0
tt0479506,The Blossoming of Maximo Oliveros,2005,7.0,1448.0
tt0479528,Rogue,2007,6.2,26476.0
tt0479545,Stranded in Canton,2005,7.1,58.0
tt0479550,Ten Skies,2004,6.9,182.0
tt0479584,A Brokedown Melody,2004,8.0,224.0
tt0479602,Wu Tang Swordsman,1978,5.9,36.0
tt0479631,Ako legal wife: Mano po 4?,2005,5.4,36.0
tt0479647,Bon Cop Bad Cop,2006,6.8,11459.0
tt0479657,Embrace Your Shadow,2005,7.3,55.0
tt0479661,"14, Fabian Road",2008,6.0,40.0
tt0479680,Hrdina jedné noci,1935,5.3,36.0
tt0479689,The Windmill Palm Grove,2005,6.9,84.0
tt0479690,The Journey of Vaan Nguyen,2005,7.3,22.0
tt0479696,Lavina,1975,5.8,6.0
tt0479697,Lee Dae-ro Can't Die,2005,6.4,71.0
tt0479705,Lovestruck,2005,7.0,35.0
tt0479709,Mapado,2005,6.0,174.0
tt0479716,Mr. Housewife,2005,6.2,143.0
tt0479725,Blue Moon,2006,7.6,67.0
tt0479736,Paradise Lost,2003,8.3,18.0
tt0479751,Sivaji,2007,7.5,16435.0
tt0479767,Aziris nuna,2006,3.4,272.0
tt0479773,You Are My Sunshine,2005,7.0,644.0
tt0479797,Ice Breaker,2005,6.9,9.0
tt0479863,Black Widow,2005,6.7,45.0
tt0479873,Bulldog in the White House,2006,4.1,85.0
tt0479874,"Bullets, Blood & a Fistful of Ca$h",2006,4.8,683.0
tt0479880,Children of Wax,2007,3.8,339.0
tt0479887,Cutting Room!,2005,4.2,102.0
tt0479901,Kiss Me Not on the Eyes,2005,5.9,240.0
tt0479914,Flourish,2006,4.8,564.0
tt0479925,Heroes and Villains,2006,3.2,128.0
tt0479952,Madagascar: Escape 2 Africa,2008,6.6,192641.0
tt0479968,One Missed Call,2008,4.0,30054.0
tt0479973,An Ox's Tale: The John Entwistle Story,2006,7.6,102.0
tt0479974,Passage to Zarahemla,2007,5.1,233.0
tt0479983,Rash,2005,7.6,63.0
tt0479999,'Side by Each',2008,5.4,28.0
tt0480005,Smok'd,2005,5.9,8.0
tt0480023,A Texas Tale,2005,6.2,25.0
tt0480029,La tragedia de Macario,2005,7.1,69.0
tt0480048,Vacationland,2006,5.0,562.0
tt0480051,Vineta,2006,6.2,85.0
tt0480057,Winterreise,2006,7.0,445.0
tt0480083,The Cloud,2006,6.4,2712.0
tt0480128,The Perfect Afternoon,2005,6.5,84.0
tt0480202,Sons of My Brothers,2006,7.3,321.0
tt0480213,Tico tico,2003,8.2,9.0
tt0480242,Dan in Real Life,2007,6.7,95211.0
tt0480251,Ira & Abby,2006,6.5,2114.0
tt0480256,Night Fliers,2009,7.8,21.0
tt0480257,Open Cam,2005,4.6,328.0
tt0480258,The Greenhouse Effect,2005,6.5,111.0
tt0480268,Blind Date,2007,5.9,826.0
tt0480269,Interview,2007,6.8,13020.0
tt0480358,CCCV (Cineclube Carlos Varela),2005,8.9,8.0
tt0480451,Pros & Cons,2009,4.9,18.0
tt0480507,Alexander the Great,2006,5.3,205.0
tt0480531,Fata Morgana,2004,6.2,19.0
tt0480532,The Forbidden Chapter,2006,6.0,59.0
tt0480557,Matters of Consequence,1999,6.3,10.0
tt0480558,Rascals on the Road,2005,6.9,617.0
tt0480559,Salt of the Earth,2006,5.8,66.0
tt0480566,Of Golf and God,2008,5.7,23.0
tt0480576,Scratched,2005,5.6,7.0
tt0480592,Tour de Force,2005,6.9,7.0
tt0480631,"Bialet Massé, un siglo después",2006,7.9,24.0
tt0480669,Timecrimes,2007,7.2,54067.0
tt0480670,O Cárcere e a Rua,2005,7.5,34.0
tt0480680,Fiction,2006,6.7,402.0
tt0480687,Hall Pass,2011,5.8,115948.0
tt0480691,The Lovers of Marona,2005,5.7,108.0
tt0480705,Ode to Joy,2005,6.6,210.0
tt0480732,Shyamol Chhaya,2004,8.5,1583.0
tt0480766,Al maugh geza,1962,6.0,9.0
tt0480777,Die Zombiejäger,2005,2.5,301.0
tt0480849,Six-Hundred & Sixty Six,1972,5.0,22.0
tt0480854,Stormforce,2006,5.9,687.0
tt0480904,Hiding Divya,2006,5.7,15.0
tt0480921,Short,2005,7.6,14.0
tt0480940,Schwartz Dynasty,2005,7.0,132.0
tt0480948,Vehicles and Weapons: Making 'Tomb Raider 2',2003,8.1,12.0
tt0480995,El sombrerón,1950,4.8,12.0
tt0481001,Under a Shipwrecked Moon,2003,8.6,7.0
tt0481053,Agninakshathram,2004,3.1,44.0
tt0481093,Ee Snehatheerathu,2004,5.7,13.0
tt0481106,Gums & Noses,2004,8.0,46.0
tt0481107,Hasti,1993,5.2,28.0
tt0481121,Kusruthi,2004,3.1,10.0
tt0481141,No Reservations,2007,6.3,68069.0
tt0481235,Thalamelam,2004,4.0,6.0
tt0481254,Zuzu Angel,2006,6.9,867.0
tt0481269,Carmen and Geoffrey,2005,7.7,51.0
tt0481276,The Greatest Story Never Told,1983,6.8,14.0
tt0481280,Live Feed,2006,3.5,1445.0
tt0481320,Blue Eyelids,2007,7.0,675.0
tt0481349,Le grand Meaulnes,2006,5.7,345.0
tt0481350,"Hari ng sablay: Isang tama, sampung mali",2005,8.0,16.0
tt0481370,Nuvvu Nenu,2001,6.7,177.0
tt0481386,Slushatel,2004,6.9,239.0
tt0481393,Young Triffie's Been Made Away With,2006,5.6,189.0
tt0481400,Afghan Muscles,2006,7.4,78.0
tt0481417,Music,2008,7.1,214.0
tt0481418,Green Hearts,2006,5.0,187.0
tt0481419,Ouro Negro,2009,6.0,27.0
tt0481470,Felix Austria!,2013,7.2,13.0
tt0481494,The Controller,2008,2.9,215.0
tt0481499,The Croods,2013,7.2,182149.0
tt0481510,Distortion,2006,4.6,1152.0
tt0481511,Little Dodo,2008,6.2,64.0
tt0481512,"Dogg's Hamlet, Cahoot's Macbeth",2005,8.1,36.0
tt0481519,The Fifth Patient,2007,5.0,318.0
tt0481535,Happy Is Not Hard to Be,2005,8.0,9.0
tt0481536,Harold & Kumar Escape from Guantanamo Bay,2008,6.6,127216.0
tt0481544,Honor,2006,4.3,535.0
tt0481545,The House of Adam,2006,3.5,178.0
tt0481572,Maple Palm,2006,1.5,304.0
tt0481580,Autism: The Musical,2007,7.9,645.0
tt0481581,Mischief Night,2006,6.4,705.0
tt0481582,Moonpie,2006,7.6,65.0
tt0481583,Simple Things,2007,5.9,534.0
tt0481589,Naked in Ashes,2005,8.0,44.0
tt0481598,Pathogen,2006,5.3,174.0
tt0481604,Prisoners of Age,2004,8.4,5.0
tt0481617,Siouxsie - Dreamshow,2005,8.3,20.0
tt0481624,Squonkumentary,2005,8.2,5.0
tt0481648,Under the Ceiling,2005,5.8,19.0
tt0481663,"Wrong Time, Wrong Place",2005,7.7,23.0
tt0481801,(Une ballade à travers) Les ruines de Paris,2004,6.6,5.0
tt0481870,Li Shizhen,1956,6.7,15.0
tt0481938,Décadence,1999,3.3,38.0
tt0481952,"Muxes: Auténticas, intrépidas y buscadoras de peligro",2005,7.8,27.0
tt0481976,Het zwijgen,2006,6.1,192.0
tt0481997,Die glücklichsten Menschen der Welt,2005,7.3,17.0
tt0482006,"Macbeth 3000: This Time, It's Personal",2005,6.4,22.0
tt0482025,Days of Love,2005,2.7,138.0
tt0482037,Bhai Bhai,1997,3.9,19.0
tt0482051,One Foot Off the Ground,2006,6.2,163.0
tt0482088,Priceless,2006,7.0,29674.0
tt0482128,Un dragon dans les eaux pures du Caucase,2005,6.5,34.0
tt0482159,Aquarium,2004,5.0,70.0
tt0482194,The Chicago Maternity Center Story,1976,8.4,5.0
tt0482218,A Five Minute Walk,2001,7.0,17.0
tt0482240,Naamcheen,1991,6.2,5.0
tt0482245,La rage de l'ange,2006,6.2,197.0
tt0482248,Ruido,2005,6.9,75.0
tt0482279,Thumbs Down,1968,8.3,7.0
tt0482359,Gülün Bittigi Yer,1998,6.4,132.0
tt0482364,Kamen Rider Ryuki: Episode Final,2002,5.9,79.0
tt0482372,Lost Secrets of Ancient Medicine: The Journey of the Blue Buddha,2006,8.5,12.0
tt0482389,Gentleman,1993,7.9,2030.0
tt0482452,Rainbow's End,2005,3.7,25.0
tt0482453,American Jouster,2005,8.2,5.0
tt0482457,B420,2005,7.0,70.0
tt0482460,Banking on Heaven,2005,7.9,55.0
tt0482461,Barry Munday,2010,5.9,3881.0
tt0482466,Between Places,2005,6.3,30.0
tt0482467,The Bituminous Coal Queens of Pennsylvania,2005,7.1,49.0
tt0482473,The Borgia,2006,6.1,1408.0
tt0482496,Dreammaker,2005,7.5,26.0
tt0482497,Dual,2008,3.7,64.0
tt0482509,Fierce Friend,2006,4.4,26.0
tt0482517,A Good Day to Be Black & Sexy,2008,4.8,428.0
tt0482522,Hookers Inc.,2006,3.9,98.0
tt0482527,It's a Boy Girl Thing,2006,6.3,37976.0
tt0482528,Jam,2006,5.8,315.0
tt0482533,Leave It to Chance,2005,8.1,33.0
tt0482537,The Legend Trip,2006,3.3,125.0
tt0482543,Make It Funky!,2005,7.1,66.0
tt0482546,Miss Potter,2006,6.9,27112.0
tt0482558,Nog,2005,6.5,8.0
tt0482566,Pledge of Allegiance Blues,2005,8.3,6.0
tt0482567,Twilight,2006,6.6,204.0
tt0482572,Pride and Glory,2008,6.6,57809.0
tt0482582,Restraining Order,2006,4.5,141.0
tt0482593,Seagull,2005,7.7,13.0
tt0482600,Six Bend Trap,2007,3.9,108.0
tt0482602,Raising Jeffrey Dahmer,2006,4.0,404.0
tt0482603,Space Chimps,2008,4.5,10341.0
tt0482613,The Third Nail,2007,4.9,258.0
tt0482619,Treasure,2005,7.5,15.0
tt0482633,Viva Zapatero!,2005,7.1,901.0
tt0482637,Why Sturgis?,2005,6.6,7.0
tt0482641,Yellow Brick Road,2005,8.0,78.0
tt0482672,Aakhri Badla,1989,5.5,17.0
tt0482673,Akhri Muqabla,1989,5.7,9.0
tt0482724,Goodbye Tomorrow,1998,6.6,443.0
tt0482800,Mr. India,1961,6.8,32.0
tt0482901,The Pope's Toilet,2007,7.3,2539.0
tt0482925,De profundis,2007,6.6,245.0
tt0482950,Anytime Soon,2005,6.2,31.0
tt0482987,Paraguayan Hammock,2006,6.6,434.0
tt0483068,Mengejar Matahari,2004,7.1,230.0
tt0483086,Das Mädchen aus dem Fahrstuhl,1991,7.7,10.0
tt0483098,Oliviero Rising,2007,6.9,69.0
tt0483121,Premiata pasticceria Bellavista,1998,7.0,28.0
tt0483142,Foreign Stuff,2004,7.2,5.0
tt0483179,The Sugar Curtain,2005,7.5,83.0
tt0483180,Thanmathra,2005,8.3,3359.0
tt0483195,Every Other Week,2006,5.5,856.0
tt0483206,The Wind Blows Round,2005,7.4,627.0
tt0483236,El baño,2005,6.5,34.0
tt0483277,Low Budget,2005,4.1,93.0
tt0483296,Music Is the Weapon,1982,7.8,198.0
tt0483305,Padre Nuestro,2005,6.3,147.0
tt0483321,Crossing a Shadow,2007,5.9,46.0
tt0483368,Freedom to Marry,2005,6.0,11.0
tt0483539,The Eleventh Aggression,2009,4.6,35.0
tt0483551,Apaga y vámonos,2005,7.2,30.0
tt0483559,Azhagai Irukirai... Bayamai Irukiradhu,2006,5.6,92.0
tt0483577,The Night Buffalo,2007,4.7,1534.0
tt0483578,Love and Honor,2006,7.7,3074.0
tt0483607,Doomsday,2008,6.0,70335.0
tt0483643,Holy Men & Fools,2005,8.8,13.0
tt0483703,"So Close, So Far",2005,7.5,2253.0
tt0483722,"Lovers, Liars and Lunatics",2006,6.7,140.0
tt0483736,"Missing, Presumed Dead: The Search for America's POWs",2005,7.6,12.0
tt0483746,Murder Inside of Me,2009,7.1,33.0
tt0483756,Nobel Son,2007,6.3,5499.0
tt0483763,California Dreaming,2007,3.4,369.0
tt0483771,Dear Dakanda,2005,7.9,616.0
tt0483785,Raj Kapoor,1987,8.0,79.0
tt0483795,The Score,2005,6.6,31.0
tt0483796,Moola,2007,5.0,323.0
tt0483812,Stephanie Daley,2006,6.3,1670.0
tt0483826,The Touch,2005,6.5,73.0
tt0483836,What Remains,2005,7.9,240.0
tt0483918,Never to Lose,2005,5.8,94.0
tt0483919,"Kannapolis, N.C.",1941,4.8,18.0
tt0483925,Maten a Perón,2005,6.9,7.0
tt0483957,All About Love,2005,5.9,369.0
tt0483980,Chukkallo Chandrudu,2006,5.5,259.0
tt0483993,Return2Sender,2005,7.9,50.0
tt0484002,Türev,2005,6.5,735.0
tt0484039,Glue,2006,6.4,1437.0
tt0484051,Kochankowie roku tygrysa,2005,5.2,101.0
tt0484064,The Near East,2006,5.6,226.0
tt0484090,Alone,2007,6.5,4835.0
tt0484095,The Ode to Joy,2006,6.4,637.0
tt0484111,The Good Night,2007,5.8,8088.0
tt0484134,Through the Eyes of Another,2005,6.2,19.0
tt0484150,Sotto il sole nero,2005,7.1,16.0
tt0484186,Pyasi Nigahen,1990,3.2,5.0
tt0484187,The Ride,2003,5.9,43.0
tt0484207,Homo Erectus,2007,3.4,1584.0
tt0484224,On the Road with Judas,2007,5.4,558.0
tt0484256,Behind the Couch: Casting in Hollywood,2005,7.5,99.0
tt0484283,Birî za kiddo no atarashii yoake,1986,5.0,11.0
tt0484314,Intimitäten,2004,5.0,16.0
tt0484349,Döngel Kârhanesi,2005,5.6,1811.0
tt0484357,Chariton's Choir,2005,6.7,362.0
tt0484382,One Way,2006,6.2,3056.0
tt0484383,Catching the Chameleon,2005,8.8,5.0
tt0484384,The Color of Fear,1994,8.3,204.0
tt0484437,Love Sick,2006,6.8,2693.0
tt0484453,"Pom, le poulain",2006,5.5,46.0
tt0484475,Gli arcangeli,2007,7.5,32.0
tt0484492,Horst Buchholz... mein Papa,2005,7.8,73.0
tt0484562,The Seeker: The Dark Is Rising,2007,4.8,14430.0
tt0484840,The GoodTimesKid,2005,6.5,270.0
tt0484873,The Orb,2005,5.1,65.0
tt0484881,Puffball: The Devil's Eyeball,2007,4.2,943.0
tt0484890,Simply Fobulous,2005,7.5,18.0
tt0484891,Sirkel,2005,6.1,98.0
tt0484926,Deacon of Death,2004,6.6,11.0
tt0484964,"Bañeros III, todopoderosos",2006,1.9,631.0
tt0485011,Ningún lugar en ninguna parte,2005,6.8,14.0
tt0485046,State of Fear,2005,7.8,56.0
tt0485081,Ahimsa: Stop to Run,2005,6.6,71.0
tt0485092,Basain,2005,8.8,23.0
tt0485107,The Rascals,2005,3.8,19.0
tt0485114,Eko Eko Azarak: Awakening,2001,5.0,69.0
tt0485127,Masterclass,2005,7.0,197.0
tt0485131,No digas nada,2007,5.0,110.0
tt0485132,Nocturnes for the King of Rome,2005,6.3,15.0
tt0485149,A Family Secret,2006,6.4,233.0
tt0485165,Les voleurs d'enfance,2005,6.9,111.0
tt0485204,Duet,1994,6.5,243.0
tt0485243,Jodi,1999,6.1,151.0
tt0485272,Salaam-E-Ishq,2007,5.1,4974.0
tt0485292,Veronika Decides to Die,2005,6.2,89.0
tt0485323,Fullmetal Alchemist the Movie: Conqueror of Shamballa,2005,7.4,10022.0
tt0485376,Dark Corners,2006,5.0,2433.0
tt0485424,Perspecplejia,2005,7.3,9.0
tt0485441,Wild Rose,1932,6.8,82.0
tt0485442,Yichuan zhenzhu,1926,6.1,20.0
tt0485466,Jawani Diwani: A Youthful Joyride,2006,2.9,433.0
tt0485510,Killing the Shadows,2006,7.5,9766.0
tt0485521,Sushi in Suhl,2012,6.4,340.0
tt0485522,Umrao Jaan,2006,5.5,1766.0
tt0485551,Time Pass,2005,4.3,32.0
tt0485552,Running Wild,2006,6.3,730.0
tt0485553,The Beast and the Beauty,2005,6.6,695.0
tt0485601,The Secret of Kells,2009,7.6,29308.0
tt0485634,The Education of Fairies,2006,6.3,787.0
tt0485662,Janine F.,2004,8.5,15.0
tt0485759,Le corps sublimé,2007,6.4,36.0
tt0485772,Eyo imya - Vesna,1969,6.4,5.0
tt0485782,The Thirst: Blood War,2008,2.6,309.0
tt0485798,Gradiva (C'est Gradiva qui vous appelle),2006,5.7,542.0
tt0485817,Luz de invierno,2006,6.1,10.0
tt0485851,The Air I Breathe,2007,6.8,33053.0
tt0485863,Battle of the Warriors,2006,6.7,3805.0
tt0485880,Circunstancias,2005,4.3,9.0
tt0485881,Clejani,2005,7.8,11.0
tt0485904,Fish Can't Fly,2005,7.0,13.0
tt0485920,Vengeance,2006,3.6,131.0
tt0485924,Killing Ariel,2008,4.8,661.0
tt0485944,The Most Beautiful of My Very Best Years,2005,5.1,80.0
tt0485945,Most Funniest,2005,7.0,6.0
tt0485956,Outlaw Trail: The Treasure of Butch Cassidy,2006,5.6,508.0
tt0485978,Pulp Fiction Art: Cheap Thrills & Painted Nightmares,2005,8.0,25.0
tt0486000,Severance,2005,7.6,29.0
tt0486001,Shards,2005,7.6,10.0
tt0486020,Summer Love,2006,3.5,483.0
tt0486021,Superheroes,2007,5.8,102.0
tt0486022,The Speed of Life,2007,6.2,100.0
tt0486029,Three Priests,2008,5.9,99.0
tt0486084,Les aristos,2006,3.7,270.0
tt0486105,Déjà-Vu,2005,7.6,32.0
tt0486138,Il mio miglior nemico,2006,6.0,1761.0
tt0486146,The Path of Fear,2002,6.2,8.0
tt0486192,A Life in Suitcases,2005,6.2,196.0
tt0486212,Tange Sazen: Hyakuman ryo no tsubo,2004,6.5,32.0
tt0486220,Valse wals,2005,6.0,34.0
tt0486264,As an Act of Protest,2002,7.1,30.0
tt0486323,Fuerte Apache,2007,6.3,81.0
tt0486358,Jesus Camp,2006,7.4,25663.0
tt0486474,The Snake,2006,6.5,2418.0
tt0486497,Cherche fiancé tous frais payés,2007,4.9,127.0
tt0486541,Scott Walker: 30 Century Man,2006,7.2,1288.0
tt0486544,Albert Fish: In Sin He Found Salvation,2007,5.7,968.0
tt0486545,Allein gegen die Angst,2006,7.1,74.0
tt0486546,Alleyball,2006,7.7,29.0
tt0486551,Beerfest,2006,6.3,62129.0
tt0486561,Cold Ones,2007,6.3,27.0
tt0486572,The Dog Problem,2006,6.3,3169.0
tt0486577,Feral,2006,3.4,66.0
tt0486578,First Sunday,2008,4.5,9279.0
tt0486583,Fred Claus,2007,5.6,38445.0
tt0486585,Fuck,2005,7.0,4153.0
tt0486592,Guardians,2009,2.8,227.0
tt0486611,The Last Stand,2006,4.0,235.0
tt0486619,Lynch Mob,2009,4.8,187.0
tt0486628,Middletown,2006,5.8,317.0
tt0486629,Molly's Way,2005,6.4,101.0
tt0486636,Odette Toulemonde,2006,6.3,2083.0
tt0486640,Postal,2007,4.5,21874.0
tt0486650,Shadows,2005,5.7,22.0
tt0486651,Dark Mirror,2007,4.7,1343.0
tt0486652,Sisters,2006,3.8,1291.0
tt0486655,Stardust,2007,7.6,244356.0
tt0486666,Trespassers,2006,3.8,469.0
tt0486667,The Undercover Man,2005,6.5,32.0
tt0486679,Zeppelin!,2005,6.6,42.0
tt0486720,Whatever You Wish,2005,6.5,392.0
tt0486731,U,2006,6.6,224.0
tt0486751,One to Another,2006,5.8,1203.0
tt0486822,Disturbia,2007,6.8,211458.0
tt0486823,A Doula Story,2005,8.2,13.0
tt0486875,"Ni muy, muy... ni tan, tan... simplemente Tin Tan",2005,7.4,29.0
tt0486893,The Princess and the Robot,1983,7.0,134.0
tt0486946,Wild Hogs,2007,5.8,111197.0
tt0486969,Drug Runners,1988,4.1,30.0
tt0487011,Anandabhadram,2005,7.1,662.0
tt0487024,Envying Alice,2004,8.2,23.0
tt0487040,Mr. Errababu,2005,5.6,16.0
tt0487052,"Egy szoknya, egy nadrág",2005,3.2,713.0
tt0487057,Tyrannical Love,2005,6.2,31.0
tt0487078,Brats: Our Journey Home,2006,8.8,33.0
tt0487092,Who the #$&% Is Jackson Pollock?,2006,7.0,1139.0
tt0487116,Obsession: Radical Islam's War Against the West,2005,6.6,890.0
tt0487130,Tragos: A Cyber-Noir Witch Hunt,2000,5.3,18.0
tt0487144,Killing Zelda Sparks,2007,5.0,265.0
tt0487150,Corridos sin rostro,1995,9.2,5.0
tt0487156,In Her Line of Fire,2006,3.5,849.0
tt0487171,Shades of Gray,1948,6.6,9.0
tt0487182,Histoire de famille,2006,6.9,106.0
tt0487197,"Breezewood, Pennsylvania",2002,7.8,8.0
tt0487225,Sex and Violence,2003,5.6,5.0
tt0487262,Fall... in Love,2005,4.8,32.0
tt0487273,The Witnesses,2007,6.8,2560.0
tt0487382,Clásico,2005,7.2,6.0
tt0487404,Emine,1971,6.0,196.0
tt0487423,Dance with Farm Workers,2002,7.2,13.0
tt0487469,Oh La La!,2006,5.7,108.0
tt0487490,Death's Glamour,2006,6.5,71.0
tt0487504,Crime Insiders,2007,5.6,1363.0
tt0487505,"Très bien, merci",2007,6.5,294.0
tt0487547,Argentina Beat,2006,7.2,17.0
tt0487698,Magia Russica,2004,8.2,36.0
tt0487721,Operation Black September,1976,2.9,13.0
tt0487759,Sex Medusa,2001,3.5,82.0
tt0487879,CCTV (Cameromania),2004,8.2,24.0
tt0487887,O Crime do Padre Amaro,2005,5.3,2389.0
tt0487894,Things You Don't Tell...,2006,4.3,89.0
tt0487903,Deng dai fei yu,2005,6.3,35.0
tt0487928,Dante 01,2008,4.9,5576.0
tt0487945,Love Talk,2005,5.9,56.0
tt0487955,Sleepdancer,2005,6.9,11.0
tt0487973,Tuli,2005,7.1,70.0
